filename,stage,split,taxon_id,taxon_name,taxon_group,observation_id,x_suture,y_suture,x_exuviae,y_exuviae,w_exuviae,h_exuviae,x_organism,y_organism,w_organism,h_organism,taxon_group_Chelicerata,taxon_group_Crustacea,taxon_group_Hexapoda,taxon_group_Myriapoda,dist_centroids,box_overlap,size_ratio,dist_suture_exuviae,dist_suture_organism,has_suture,ex_mean_r,ex_mean_g,ex_mean_b,ex_std_rgb,ex_var_gray,ex_mean_gray,org_mean_r,org_mean_g,org_mean_b,org_std_rgb,org_var_gray,org_mean_gray
270800910.jpg,moulting,train,47551,Tetragnathidae,Chelicerata,270800910,136.0,207.0,59.0,61.0,133.0,185.0,54.0,201.0,184.0,217.0,1.0,0.0,0.0,0.0,157.34118977559564,0.10222381635581061,0.616234221598878,54.52063829413592,102.9866496202299,1.0,21.132859174964437,19.67693558219874,17.017272912009755,42.35523187516773,1851.350260903003,19.807071733387524,22.26342416349429,24.750225405730315,19.014926868363055,42.254751049681055,1925.159559574997,23.35348627529553
270765447.jpg,exuviae,train,337431,Tropidoderus childrenii,Hexapoda,270765447,,,46.0,31.0,293.0,252.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
270710280.jpg,moulting,val,141725,Nezara viridula,Hexapoda,270710280,216.0,254.0,179.0,109.0,100.0,188.0,143.0,244.0,133.0,144.0,0.0,0.0,1.0,0.0,114.67017920976666,0.15668525799274632,0.9816207184628237,52.630789467763066,62.33979467402824,1.0,169.29260638297873,139.06654255319148,100.08893617021276,77.58831684564431,4788.398096774558,143.66627659574468,187.6110066833751,141.4451232247285,60.294486215538846,76.40356639627954,2451.016550593864,146.00109649122808
270639625.jpg,exuviae,train,47188,Pachygrapsus crassipes,Crustacea,270639625,,,217.0,82.0,111.0,244.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
269890544.jpg,post-moult,train,1474335,Pterinopelma longisternale,Chelicerata,269890544,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
269881689.jpg,moulting,train,203479,Trachelipus rathkii,Crustacea,269881689,262.0,156.0,246.0,105.0,118.0,124.0,167.0,107.0,105.0,122.0,0.0,1.0,0.0,0.0,85.5058477532385,0.130696332921302,1.1422326307572208,44.384682042344295,44.16163493350309,1.0,104.33071350464735,102.61146801530892,113.02016129032258,64.92756780361547,3892.400032520078,104.32025697102242,97.2231850117096,90.48618266978923,92.95823575331772,56.974051630945134,3142.040647157367,92.78844652615145
269761622.jpg,moulting,train,47551,Tetragnathidae,Chelicerata,269761622,366.0,184.0,137.0,0.0,284.0,207.0,157.0,160.0,237.0,153.0,1.0,0.0,0.0,0.0,133.0460446612375,0.1327493743296389,1.6212459667411268,118.5295321850213,104.6255226988138,1.0,49.66957542355583,47.10277607675036,42.72771654079064,65.00426171906452,4327.063672745387,47.37063686466626,64.26207219878106,60.47864096412123,50.5360580237721,71.5003387560732,5350.542645164002,60.474063042938695
269584688.jpg,moulting,train,118890,Conocephalus,Hexapoda,269584688,153.0,58.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
269429032.jpg,post-moult,train,143390,Oxidus gracilis,Myriapoda,269429032,,,112.0,283.0,131.0,158.0,143.0,61.0,150.0,188.0,0.0,0.0,0.0,1.0,210.92474961464336,0.0,0.7339716312056738,-1.0,-1.0,0.0,135.44772441781814,106.88481978935162,80.41491931587593,63.128169344313804,3643.190129893334,112.41453280510194,147.28212765957446,129.32421985815603,106.72925531914893,66.27545557773298,4221.785828578794,132.12443262411347
269216611.jpg,moulting,train,56083,Armadillidium vulgare,Crustacea,269216611,255.0,190.0,235.0,185.0,45.0,37.0,231.0,151.0,46.0,46.0,0.0,1.0,0.0,0.0,29.706901555025897,0.15379920659139457,0.7868620037807184,13.729530217745982,16.0312195418814,1.0,149.54174174174173,145.7021021021021,141.45945945945945,60.77187822756038,3601.4844668091514,146.37357357357357,99.25992438563327,89.19234404536861,82.89319470699432,47.66266241065595,2100.095837234358,91.49007561436673
268984959.jpg,exuviae,val,52523,Carcinus maenas,Crustacea,268984959,,,34.0,227.0,188.0,62.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268984949.jpg,post-moult,train,199925,Centruroides gracilis,Chelicerata,268984949,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268944880.jpg,exuviae,train,180391,Telmessus cheiragonus,Crustacea,268944880,,,15.0,22.0,352.0,430.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268882753.jpg,moulting,train,122238,Porcellio scaber,Crustacea,268882753,272.0,184.0,46.0,135.0,262.0,198.0,250.0,92.0,156.0,151.0,0.0,1.0,0.0,0.0,164.99469688447564,0.09056210964607911,2.2022414671421293,107.35455276791944,58.38021925275718,1.0,78.75911789652248,70.59434035006554,68.64341892204487,35.89315934197353,1199.5013998873605,72.81417225692034,76.350696213279,69.20652912209204,68.48331635252165,40.299050753645716,1530.3853253027125,71.26307522499576
268668461.jpg,moulting,val,328038,Hierodula,Hexapoda,268668461,113.0,127.0,33.0,60.0,143.0,144.0,90.0,120.0,103.0,279.0,0.0,0.0,1.0,0.0,132.76012202465014,0.171571072319202,0.7165674913874099,9.86154146165801,135.53043938540154,1.0,36.711489898989896,41.15370046620047,26.144570707070706,57.98419553005749,3639.5526536296225,38.10902292152292,38.753244945540594,45.28645996450569,22.80547725928246,60.05967050269613,4124.7378254104215,40.768347426662494
268660885.jpg,post-moult,train,430209,Choerocoris paganus,Hexapoda,268660885,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
268626656.jpg,exuviae,train,52158,Schistocerca nitens,Hexapoda,268626656,,,1.0,14.0,394.0,325.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
268553516.jpg,post-moult,val,370343,Cherax depressus,Crustacea,268553516,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268460634.jpg,pre-moult,train,1228845,Parilyrgis concolor,Hexapoda,268460634,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
268357607.jpg,moulting,train,48124,Tettigoniidae,Hexapoda,268357607,,,88.0,18.0,148.0,286.0,103.0,292.0,127.0,179.0,0.0,0.0,1.0,0.0,220.54591358717124,0.023986023891590727,1.8619627853780847,-1.0,-1.0,0.0,14.874976374976375,14.083065583065583,12.265876015876016,40.08622874981537,1627.985475953003,14.111557361557361,78.88087801873928,85.22808252320415,92.7297760964237,77.92905386986257,5520.897931787436,84.18215809615977
268328639.jpg,moulting,val,1430099,Socca pustulosa,Chelicerata,268328639,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268293922.jpg,exuviae,train,47826,Cancer productus,Crustacea,268293922,,,24.0,50.0,438.0,286.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268239352.jpg,exuviae,train,153849,Dolomedes vittatus,Chelicerata,268239352,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268200328.jpg,post-moult,train,127112,Zoropsis spinimana,Chelicerata,268200328,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268164303.jpg,exuviae,train,47826,Cancer productus,Crustacea,268164303,,,79.0,102.0,209.0,305.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268111107.jpg,post-moult,train,319828,Anyphaena accentuata,Chelicerata,268111107,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
268016451.jpg,exuviae,train,47803,Petrolisthes eriomerus,Crustacea,268016451,,,24.0,110.0,288.0,334.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
267958209.jpg,exuviae,train,47826,Cancer productus,Crustacea,267958209,,,206.0,109.0,151.0,167.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
267686910.jpg,exuviae,train,122238,Porcellio scaber,Crustacea,267686910,377.0,129.0,169.0,57.0,167.0,209.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
267670020.jpg,post-moult,train,651614,Aspidimorpha madagascarica,Hexapoda,267670020,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
267546699.jpg,exuviae,val,48302,Limulus polyphemus,Chelicerata,267546699,,,161.0,91.0,162.0,164.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
267145819.jpg,exuviae,train,47188,Pachygrapsus crassipes,Crustacea,267145819,,,120.0,81.0,192.0,142.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266987665.jpg,moulting,val,56083,Armadillidium vulgare,Crustacea,266987665,278.0,235.0,237.0,184.0,83.0,77.0,204.0,229.0,84.0,98.0,0.0,1.0,0.0,0.0,64.31562796086189,0.12562543299207143,0.7763605442176871,12.509996003196804,53.600373133029585,1.0,135.81395712721013,109.26333907056798,115.06884681583477,54.264877365531646,2685.678248738196,117.8698169300579,80.28899416909621,60.375,67.50765306122449,46.83034436117779,1964.758745632607,67.15391156462584
266873925.jpg,post-moult,train,366836,Amaurobius erberi,Chelicerata,266873925,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266856910.jpg,exuviae,train,48139,Salticidae,Chelicerata,266856910,,,163.0,166.0,88.0,138.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266834363.jpg,exuviae,train,47826,Cancer productus,Crustacea,266834363,,,107.0,7.0,351.0,268.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266784561.jpg,pre-moult,train,204699,Pseudothyatira cymatophoroides,Hexapoda,266784561,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
266644290.jpg,moulting,train,143440,Ceratomia catalpae,Hexapoda,266644290,256.0,158.0,227.0,136.0,242.0,78.0,68.0,136.0,196.0,79.0,0.0,0.0,1.0,0.0,182.00068681189092,0.091694732159878,1.2190648411263239,93.55746896961247,91.68560410446125,1.0,91.38233735961009,92.13058910786184,64.55271243907607,38.5788611565101,1373.8215449746397,88.75376139012502,107.35029708085766,107.17992766726944,72.178829759752,42.61784999466926,1404.5742763707183,103.22926892275898
266518148.jpg,exuviae,train,60394,Lepidurus packardi,Crustacea,266518148,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266470219.jpg,moulting,train,1430475,Porcellionides pruinosus,Crustacea,266470219,215.0,169.0,41.0,117.0,195.0,174.0,203.0,91.0,157.0,138.0,0.0,1.0,0.0,0.0,149.61617559608987,0.07121387283236995,1.5660481860980338,84.12639300481152,67.10625902253828,1.0,113.58305334512231,103.80209254347186,96.64426760978485,61.96693764516991,3646.507142099826,105.91134689065724,120.67617465152775,113.40902797009139,110.00692328994738,55.9838418657668,2994.762340882031,115.19048278408566
266301567.jpg,post-moult,val,56083,Armadillidium vulgare,Crustacea,266301567,212.0,133.0,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266087997.jpg,moulting,val,47487,Selenopidae,Chelicerata,266087997,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
266052928.jpg,exuviae,train,50186,Cicadidae,Hexapoda,266052928,211.0,253.0,105.0,109.0,281.0,157.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
265746098.jpg,exuviae,train,184884,Pterygota,Hexapoda,265746098,,,166.0,249.0,61.0,87.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
265529482.jpg,exuviae,train,53237,Cicadellidae,Hexapoda,265529482,124.0,170.0,107.0,54.0,84.0,160.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
265237497.jpg,post-moult,train,51221,Procambarus clarkii,Crustacea,265237497,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
265054976.jpg,moulting,train,48765,Heteropoda venatoria,Chelicerata,265054976,113.0,191.0,68.0,11.0,91.0,191.0,55.0,192.0,116.0,285.0,1.0,0.0,0.0,0.0,228.00054824495487,0.018372332478649736,0.525741076830006,84.50147927699254,143.5,1.0,85.936194695357,87.34042920430355,86.15724066509406,35.27355960534951,1072.389524941448,86.78125539382084,114.28203266787659,109.57295825771325,102.45429522081065,38.043236395110235,1285.408253101018,110.16881427707199
264894358.jpg,moulting,train,568214,Pseudolithobius megaloporus,Myriapoda,264894358,199.0,214.0,19.0,189.0,215.0,123.0,113.0,61.0,268.0,172.0,0.0,0.0,0.0,1.0,158.84741105853755,0.07920615320529033,0.5736940298507462,81.16957558100202,82.41965784932621,1.0,103.71249763660427,70.11654377008887,47.51438835318586,49.79816969074155,1805.473716770942,77.59096237474003,117.15036011801458,107.1240888580354,98.2513233252343,53.15510132258319,2603.373926304242,109.11183182922596
264792286.jpg,moulting,train,418950,Cyphalonotus,Chelicerata,264792286,216.0,225.0,117.0,54.0,148.0,213.0,194.0,204.0,84.0,167.0,1.0,0.0,0.0,0.0,134.73678042761748,0.1088877528664281,2.2472198460222415,69.1755014437915,65.62202374203343,1.0,25.643097322674787,20.735376221291713,19.36848115721355,36.535176812214964,1307.3265173189616,22.04536226367212,43.93748217850014,35.77837182777303,34.125249500998,41.44061375847911,1662.869827984261,38.03165098374679
264767925.jpg,post-moult,train,603547,Krisnini,Hexapoda,264767925,159.0,244.0,84.0,128.0,91.0,263.0,166.0,127.0,73.0,238.0,0.0,0.0,1.0,0.0,74.23779360945474,0.05444937969061112,1.3775181305398871,33.324165405903265,43.54595273960601,1.0,56.02318973801864,75.11950027159152,42.87423223164668,35.11891062877417,950.1964463570076,65.72314377637572,97.58046506273742,135.17595257280993,45.989582134223554,59.33920227300786,2201.4829779228817,113.75595717739151
264612195.jpg,moulting,val,48766,Heteropoda,Chelicerata,264612195,170.0,254.0,104.0,4.0,106.0,278.0,99.0,233.0,165.0,217.0,1.0,0.0,0.0,0.0,200.0062499023468,0.0864528370978212,0.8230135455941907,111.75866856758807,88.25247871873061,1.0,62.174121080494096,58.46005836839962,56.48296457173883,78.14547030266947,6172.124521030964,59.32703271345188,58.89473537215473,54.09741656193269,54.4594330400782,67.6894476784282,4594.588071714073,55.54525904203324
